,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,Latitude,Longitude
1945,Serial,1980,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Bill Persky,Rich Eustis,Martin Mull,Tuesday Weld,,37.7947815,-122.393678
1946,Serial,1980,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Bill Persky,Rich Eustis,Martin Mull,Tuesday Weld,,37.7947815,-122.393678
1947,Serial,1980,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Bill Persky,Rich Eustis,Martin Mull,Tuesday Weld,,37.7947815,-122.393678
1948,Serial,1980,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Bill Persky,Rich Eustis,Martin Mull,Tuesday Weld,,37.7947815,-122.393678
1949,Serial,1980,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Bill Persky,Rich Eustis,Martin Mull,Tuesday Weld,,37.7947815,-122.393678
1950,Serial,1980,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Bill Persky,Rich Eustis,Martin Mull,Tuesday Weld,,37.7947815,-122.393678
1951,The Competition,1980,Pier 39,,Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,37.8086301,-122.40979
1952,The Competition,1980,Pier 39,,Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,37.8086301,-122.40979
1953,The Competition,1980,Pier 39,,Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,37.8086301,-122.40979
1954,The Competition,1980,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,,
1955,The Competition,1980,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,,
1956,The Competition,1980,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,,
1957,Chu Chu and the Philly Flash,1981,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,,
1958,Chu Chu and the Philly Flash,1981,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,,
1959,Chu Chu and the Philly Flash,1981,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,,
1960,Chu Chu and the Philly Flash,1981,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,,
1961,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1962,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1963,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1964,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1965,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1966,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1967,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1968,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1969,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1970,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1971,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1972,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1973,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1974,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1975,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1976,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1977,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1978,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1979,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1980,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1981,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,37.7923686,-122.41003009790424
1982,Chu Chu and the Philly Flash,1981,22nd and Carolina Streets (Potrero Hill),,Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,,
1983,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1984,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1985,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1986,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1987,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1988,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1989,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1990,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1991,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1992,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1993,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1994,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1995,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1996,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1997,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1998,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
1999,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2000,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2001,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2002,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2003,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2004,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2005,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2006,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2007,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2008,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2009,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2010,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2011,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2012,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2013,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2014,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2015,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2016,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2017,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2018,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2019,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2020,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2021,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2022,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2023,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2024,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2025,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2026,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2027,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2028,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2029,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2030,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2031,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2032,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2033,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2034,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2035,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2036,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,Larry Breeding,Ned Glass,44.933143,7.540121
2037,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2038,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2039,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2040,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2041,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2042,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2043,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2044,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2045,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2046,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2047,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2048,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2049,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2050,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2051,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2052,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2053,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2054,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2055,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2056,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2057,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2058,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2059,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2060,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2061,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2062,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2063,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2064,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2065,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2066,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2067,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2068,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2069,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2070,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2071,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
2072,48 Hours,1982,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,44.933143,7.540121
